Name|Abstract|Label
Paul_Lynde|"Paul Edward Lynde (; June 13 1926 – January 10 1982) was an American comedian voice artist game show panelist and actor. A character actor with a distinctively campy and snarky persona that often poked fun at his barely closeted homosexuality Lynde was well known for his roles as Uncle Arthur on Bewitched the befuddled father Harry MacAfee in Bye Bye Birdie and as a regular ""center square"" panelist on the game show The Hollywood Squares from 1968 to 1981. He also voiced animated characters for four Hanna-Barbera productions.
Lynde regularly topped audience polls of most-liked TV stars and was routinely admired and recognized by his peers during his lifetime. Mel Brooks once described Lynde as being capable of getting laughs by reading ""a phone book tornado alert or seed catalogue."" Lynde once said that while he would rather be recognized as a serious actor ""We live in a world that needs laughter and I've decided if I can make people laugh I'm making an important contribution..."|0
Battle_of_Cookes_Canyon|"The Battle of Cookes Canyon was a military engagement fought between settlers from Confederate Arizona and Chiricahua Apaches in August 1861. It occurred about 40 miles (64 km) northwest of Mesilla in Cookes Canyon. The exact date of the battle is unknown. The battle occurred in the larger context of both the Apache Wars and the American Civil War.


== Background ==
In early August a group of Arizonan refugees from the Tubac area abandoned their village due to the withdrawal of U.S. troops from Fort Buchanan and the Siege of Tubac which left their homes burned. The bunch was known as the Ake Party and their destination was the Rio Grande near Mesilla.
The wagon train consisted of six double wagons two buggies and one single wagon when it reached Tucson from the surrounding region. At Tucson several other people joined the procession which including Moses Carson the half-brother of the famous scout and soldier Kit Carson.
The party was now composed of twenty-four men sixteen women..."|1
Second_Encirclement_Campaign_against_Hubei–Henan–Shaanxi_Soviet||1
Manica_(genus)|"Manica is a genus of ants within the subfamily Myrmicinae. To date it contains six known species.


== Species ==


== References ==


== External links ==
 Media related to Manica (genus) at Wikimedia Commons..."|0
Francesco_Albani|"Francesco Albani or Albano (17 March or 17 August 1578 – 4 October 1660) was an Italian Baroque painter who was active in Bologna (1591–1600) Rome (1600–1609) Bologna (1609) Viterbo (1609–1610) Bologna (1610) Rome (1610–1617) Bologna (1618–1660) Mantova (1621–1622) Roma (1623–1625) and Florence (1633).


== Early years in Bologna ==
Albani was born in Bologna Italy in 1578. His father was a silk merchant who intended him to go into his own trade. By the age of twelve however he had become an apprentice to the competent mannerist painter Denis Calvaert in whose studio he met Guido Reni. He soon followed Reni to the so-called ""Academy"" run by Annibale Agostino and Ludovico Carracci. This studio fostered the careers of many painters of the Bolognese school including Domenichino Massari Viola Lanfranco Giovanni Francesco Grimaldi Pietro Faccini Remigio Cantagallina and Reni.


== Mature work in Rome ==

In 1600 Albani moved to Rome to work on the fresco decoration of the..."|0
Cary_Bates|"Cary Bates (born 1948) is an American comic book animation television and film writer. He is best known for his work on The Flash and Superman.


== Biography ==


=== Early career ===
Bates began submitting ideas for comic book covers to DC Comics at the age of 13 and a number of them were bought and published the first as the cover to Superman #167 (Feb. 1964). Bates began to sell stories to DC when he was 17.Bates is best known for his work for DC Comics on such titles as Action Comics Captain Atom The Flash Superboy and the Legion of Super-Heroes and Superman. He began working for the publisher in 1963 and continued to do so until the early 1990s. Among his contributions to the Superman mythos he and artist Curt Swan co-created the supervillains Terra-Man and the 1970s version of the Toyman as well as the superhero Vartox.  In November 1972 Bates and artist Art Saaf launched the first Supergirl series. Bates wrote two stories which featured a superhero wedding. In Superboy Starring..."|0
WANK_(computer_worm)|"The WANK Worm was a computer worm that attacked DEC VMS computers in 1989 over the DECnet. It was written in DIGITAL Command Language.


== Origin ==
The worm is believed to have been created by Melbourne-based hackers the first to be created by an Australian or Australians. The Australian Federal Police thought the worm was created by two hackers who used the names Electron and Phoenix. Julian Assange may have been involved but this has never been proven.


== Political message ==
The WANK worm had a distinct political message attached and it was the first major worm to have a political message. WANK in this context stands for Worms Against Nuclear Killers. The following message appeared on infected computer's screen:

The worm coincidentally appeared on a DECnet computer network shared between NASA and the US Department of Energy (DOE) days before the launch of a NASA space shuttle carrying the Galileo spacecraft. At the time there were protests outside the Kennedy Space Center in Florida..."|0
Battle_of_Britain|"The Battle of Britain (German: die Luftschlacht um England ""the Air Battle for England"") was a military campaign of the Second World War in which the Royal Air Force (RAF) and Fleet Air Arm (FAA) of the Royal Navy defended the United Kingdom (UK) against large-scale attacks by Nazi Germany's air force the Luftwaffe. It has been described as the first major military campaign fought entirely by air forces. The British officially recognise the battle's duration as being from 10 July until 31 October 1940 which overlaps the period of large-scale night attacks known as the Blitz that lasted from 7 September 1940 to 11 May 1941.
German historians do not accept this subdivision and regard the battle as a single campaign lasting from July 1940 to June 1941 including the Blitz.The primary objective of the German forces was to compel Britain to agree to a negotiated peace settlement. In July 1940 the air and sea blockade began with the Luftwaffe mainly targeting coastal-shipping convoys..."|1
Collin_Leijenaar|"Collin Leijenaar is the drummer for progressive rock/metal bands Affector Dusk Dilemma Kayak and the former live drummer for Neal Morse.


== Current projects/bands ==


=== Affector ===
Affector is a progressive rock/metal band founded by German guitar player Daniel Fries and Collin Leijenaar. They are signed with Inside Out Music / Century Media and their debut album Harmagedon has been released on May 21 in Europe and on May 22 in the rest of the world.

Line-up: 

Daniel Fries – guitars
Collin Leijenaar – drums
Mike LePond – bass guitars (Symphony X)
Ted Leonard – vocals (Spock’s Beard/Thought Chamber/Enchant)
Guest musicians on keys: 

Jordan Rudess (Dream Theater)
Derek Sherinian (Black Country Communion/Planet X)
Neal Morse (Transatlantic/Flying Colors)
Alex Argento
Also featured on the album is Polish Sinfonietta Consonus Orchestra.


=== Dilemma ===
Dilemma is a progressive rock band from The Netherlands. Their debut CD Imbroccata was released through SI Music/Roadrunner. After the departure..."|0
April_2012_Idlib_Governorate_Operation|"The April 2012 Idlib Governorate Operation was initiated by the Syrian Ba'athist government in order to make gains against the rebels prior to the implementation of the U.N. brokered ceasefire planned for 10 April 2012. The ceasefire was officially announced by the Syrian Ba'athist government and other sides on 14 April 2012.


== Background ==

Binnish throughout the Syrian civil war has been a major protest hub. It had been captured by the FSA. The Syrian Army then later assaulted Idlib city in March 2012 in a major operation. As early as March 23 it was reported Binnish was one of their next targets. Binnish is on a hill so it is harder to assault. The Syrian Army had agreed to Kofi Annan's peace plan and to withdraw troops by April 10.


== April Operation ==
On April 1 it was reported that the FSA was outgunned so they were making homemade bombs to defend themselves.By April 3 the Syrian Army had retaken Sarmin. CNN reported they were assaulting Binnish Taoum Sarmin and Taftanaz..."|1
Siege_of_Veracruz|"The Battle of Veracruz was a 20-day siege of the key Mexican beachhead seaport of Veracruz during the Mexican–American War. Lasting from March 9–29 1847 it began with the first large-scale amphibious assault conducted by United States military forces and ended with the surrender and occupation of the city. U.S. forces then marched inland to Mexico City.


== Background ==
After the battles of Monterrey and Buena Vista much of Zachary Taylor's Army of Occupation was transferred to the command of Major General Winfield Scott in support of the upcoming campaign. That campaign determined by Scott and other Washington officials would be a Veracruz landing and an advance inland. Mexican military intelligence knew in advance of U.S. plans to attack Veracruz but internal government turmoil left them powerless to send crucial reinforcements before the American assault commenced.


== Opposing forces ==


== Mexican defenses ==
Veracruz was considered to be the strongest fortress in North America..."|1
Johann_Müller_(composer)||0
Kuweires_offensive_(September–November_2015)||1
Bruce_Mitchell_(drummer)|"Bruce Mitchell (born 6 June 1940) is an English jazz drummer who plays regularly with Vini Reilly in the Durutti Column.


== Biography ==
Mitchell was born in the suburb of Didsbury in the south of Manchester on 6 June 1940.He had no formal musical education. His father was a drummer and a bass player. He was in a Manchester trad band around 1960 and during a time he was a hippie. Prior to 1974 he was in the group Greasy Bear. In 1974 he joined comedy rock band Alberto y Lost Trios Paranoias; the band folded in 1982.
He also helps run Manchester Light and Stage.Mitchell joined The Durutti Column in 1981 for the album LC and has managed the band.


== References... =="|0
Fuat_Saka|"Fuat Saka (born 1952) is a Turkish singer songwriter arranger and guitarist (although he may be more precisely called a multi-instrumentalist).Saka received art training in İstanbul and later music training in France and (Germany). He had to leave Turkey in 1980 after the coup for political reasons. He lived in Europe up until 1998 travelling and collaborating with numerous musicians. Saka still divides most of his time between İstanbul Hamburg and Paris and tours several countries with his Fuat Saka International Group consisting of German American Georgian and Azerbaijani musicians.  He is of also Georgian descent by his mother. He has performed with Greek musicians Nikos Papazoglou and Dionysis Savvopoulos since the mid-1980s.


== Discography ==
1982 Yıkılır Zulmün Son Kaleleri
1983 Ayrılık Türküsü
1984 Kerem Gibi (Poems of Nazım Hikmet)
1987 Sevdalı Türküler
1988 Nebengleis (Kenardaki Ray)
1989 Askaros
1991 Semahlar ve Deyişler
1993 Şiirce
1994 Torik Baliklar Ülkesinde
1996..."|0
Battle_of_Selby|"The Battle of Selby occurred on 11 April 1644 in North Yorkshire during the First English Civil War. In the battle the Parliamentarians led by Lord Fairfax attacked and captured the strategic Royalist garrison of Selby under the command of John Belasyse. 


== Background ==
In January 1644 Belasyse the Governor of York was the commander of Royalist forces in Yorkshire. Belasyse’s responsibilities included providing for the transport of men and materials in Yorkshire and protecting against incursions by the Parliamentarians. During the winter of 1644 the Parliamentarians conducted numerous raids into Yorkshire raiding as far north as Whitby in East Riding and Bradford in West Riding.In response to the Parliamentarian raids Belasyse relocated his headquarters from York to Selby in an attempt to better guard the southern approach to York. In March Belasyse’s forces were temporarily reinforced with Royalist cavalry from Newark commanded by Major-General George Porter. On 25 March Belasyse..."|1
Battle_of_Yongjiazhen|"The Battle of Yongjiazhen (雍家镇战斗) was fought during the aftermath of World War II in the Yongjiazhen (雍家镇) region of central Anhui China between Communist forces and Kuomintang forces who had allied with the Japanese. The battle was part of the Chinese Civil War resulting in a victory for the People's Liberation Army.


== Prelude ==
Like similar clashes between the communists and nationalists in the aftermath of World War II in China the battle was partly due to the realisation by Kuomintang (nationalist) leader Chiang Kai-shek that his regime had neither sufficient troops or transportation to allow him to deploy in the Japanese-occupied regions of China. Since the communists (who dominated most rural areas of the country) could expand their territory by accepting the Japanese surrender Chiang ordered the Japanese (and the Chinese puppet regime) not to surrender to the communists. This would maintain order in the Japanese-controlled regions and help fight off the communists until the..."|1
Raman_Mahadevan|"Raman Mahadevan is an Indian playback singer known for his Bollywood songs. He released an indipop album Ramanasia in 2007.


== Career ==
Raman Mahadevan was born in Mumbai. After completing his studies at New Bombay High School and ICL college Vashi he worked for the IT and ITeS industry before taking up singing full-time. He learnt Carnatic music from guru Prasanna Warrier and later from Girija Shesu. He also learnt tabla from guru Palash Bordoloi. Apart from advertising jingles for Frito Lays Pepsi and Mirinda he has also sung title song for ""Aap Ki Kachehri"" and also worked with dandiya groups. He has sung songs for Hindi movies like Heyy Babyy Johnny Gaddaar and Taare Zameen Par. He has also released his own music album Ramanasia in 2007 and was featured in the song Tere Liye composed by Saikat-Shankar released in June 2009.


== Personal life ==
Raman is not related to Shankar Mahadevan with whom he performed at the cultural fest of NIT Calicut Ragam 13 and in Yuva Dasara..."|0
Clupea|"Clupea is genus of planktivorous bony fish belonging to the family Clupeidae commonly known as herrings. They are found in the shallow temperate waters of the North Pacific and the North Atlantic oceans including the Baltic Sea. Three species of Clupea are recognized. The main taxa the Atlantic herring (Clupea harengus) and the Pacific herring (Clupea pallasii) may each be divided into subspecies. Herrings are forage fish moving in vast schools coming in spring to the shores of Europe and America where they form important commercial fisheries.


== Morphology ==
The species of Clupea belong to the larger family Clupeidae (herrings shads sardines menhadens) which comprises some 200 species that share similar features. They are silvery-colored fish that have a single dorsal fin which is soft without spines. They have no lateral line and have a protruding lower jaw. Their size varies between subspecies: the Baltic herring (Clupea harengus membras) is small 14 to 18 centimeters;..."|0
Apache_Wars|The Apache Wars were a series of armed conflicts between the United States Army and various Apache nations fought in the southwest between 1849 and 1886 though minor hostilities continued until as late as 1924. The United States inherited conflicts between American settlers and Apache groups when Mexico ceded territory after the Mexican–American War in 1846. These conflicts were continued as new United States citizens came into traditional Apache lands to raise livestock crops and to mine minerals.The United States Army established forts to control the Apache bands. Several reservations were created some on and some out of the traditional areas occupied by the bands. In 1886 the US Army put over 5000 men in the field to wear down and finally accept the surrender of Geronimo and 30 of his followers. This is generally considered the end of the Apache Wars although conflicts continued between citizens and Apaches.  The Confederate Army briefly participated in the wars during the early...|1
Second_Encirclement_Campaign_against_the_Shaanxi-Gansu_Soviet|...|1
Battle_of_Bulltown|"The Battle of Bulltown was a small skirmish fought during the American Civil War near Bulltown in Braxton County West Virginia on October 13 1863.


== Background ==
In the fall of 1863 William Lowther Jackson the cousin of ""Stonewall"" Jackson led a raiding party of 800 men into central West Virginia to capture the strategic ""fort"" at Bulltown which overlooked an important crossing of the Little Kanawha River. The goal was to cut Federal communications between the Greenbrier and Kanawha Valleys.
The Union garrison of roughly 400 men was commanded by Captain William Mattingly. The Union troops manned a ""fort"" of makeshift log barricades and shallow trenches which can still be seen today.


== Battle ==
Jackson approached Bulltown secretly. He divided his forces in an attempt to converge on the Union position from two different directions. The Confederates advanced at 4:30am on October 13. They quickly captured the Federal pickets but failed to take the main garrison by surprise.
The Confederates..."|1
Battle_of_Gondar|"The Battle of Gondar or Capture of Gondar was the last stand of the Italian forces in Italian East Africa during the Second World War. The battle took place in November 1941 during the East African Campaign. Gondar was the main town of Amhara in the mountains north of Lake Tana in Ethiopia at an elevation of 7000 ft (2100 m) and had an Italian garrison of 40000 men commanded by Generale Guglielmo Nasi.


== Background ==

After the defeat of the Italians at the Battle of Keren (1 April 1941) many of the remaining Italians withdrew to the strongholds of Amba Alagi Jimma and Gondar. Amba Alagi fell in May and Jimma fell in July. Gondar is the capital of Amhara on the high ground north of Lake Tana at 7000 ft (2100 m). In 1941 it was a road junction but only the Amhara road had an all-weather surface. At Wolchefit guarded by a garrison of Italian troops 70 mi (110 km) towards Amhara the road chicaned up a 4000 ft (1200 m) escarpment some parts having been cut into a vertical..."|1
Antonio_Lopez_(illustrator)|"Antonio Lopez (February 11 1943 – March 17 1987) was a fashion illustrator whose work appeared in such publications as Vogue Harper's Bazaar Elle Interview and The New York Times.  Several books collecting his illustrations have been published.  In his obituary the New York Times called him a ""major fashion illustrator."" He generally signed his works as ""Antonio.""


== Biography ==
Antonio Lopez was born in Utuado Puerto Rico.  When he was seven years old his family moved to New York City.  His parents Maria Luisa Cruz and Francisco Lopez influenced him to apply his artistic talents to fashion. He attended the Traphagen School of Fashion the High School of Art and Design and the Fashion Institute of Technology (FIT). Lopez graduated from Traphagen School of Fashion in 1955 in Illustration.While attending F.I.T. as a student in 1962 he began an internship at Women's Wear Daily which led to him leaving school and working at the publication. Shortly afterward he left for a freelance..."|0
Spotty_(fish)|"The spotty Notolabrus celidotus is a species of wrasse endemic to the waters around New Zealand including Stewart Island.  It can be found on reefs at depths from 22 to 145 m (72 to 476 ft) though most common in shallower parts of that range.  This species can reach 23.9 cm (9.4 in) in standard length. Like other wrasses spotties begin life as females. Once they reach a length of 13–19 cm at the age of 3–4 years some of the largest fish may turn into males. Male spotties stake out territories in which they maintain a harem of roughly 20 females that they aggressively defend from other males. When a male dies the dominant female in the harem will change sex over a few days and take over control of both the harem and territory. This social structure keeps the sex ratio strongly biased towards females. Spawning usually occurs from late July to the end of October.


== References... =="|0
1993_Russian_constitutional_crisis|"The Russian constitutional crisis of 1993 (also known as the 1993 October Coup Black October the Shooting of the White House or Ukase 1400) was a political stand-off between the Russian president Boris Yeltsin and the Russian parliament that was resolved by military force. The relations between the president and the parliament had been deteriorating for some time. The power struggle reached its crisis on 21 September 1993 when President Yeltsin aimed to dissolve the country's legislature (the Congress of People's Deputies and its Supreme Soviet) although the constitution did not give the president the power to do so. Yeltsin justified his orders by the results of the referendum of April 1993. In response the parliament declared the president's decision null and void impeached Yeltsin and proclaimed vice president Aleksandr Rutskoy to be acting president.
On 3 October demonstrators removed police cordons around the parliament and urged by their leaders took over the Mayor's offices..."|1
Siege_of_Trichinopoly_(1751–52)||1
Armen_Nalbandian|"Armen Nalbandian (born April 6 1978 in Manchester England) is a British-born Armenian American jazz pianist composer author and activist from Los Angeles California.


== Music ==
Highly influenced by Thelonious Monk Nalbandian performs jazz free and avant-garde jazz improvised and experimental music. While his primary ensemble is the Armen Nalbandian Trio he has led more than 30 different ensembles and composed over 1200 works ranging from music for string quartets chamber music orchestral music electronic music scores for theater experimental hiphop 'Conduction' pieces inspired by Butch Morris' approach new Japanese and Armenian inspired folk music and John Zorn inspired ""game pieces"" in addition to having performed a solo piano concert of Zorn's Masada music with the encouragement and blessing of the composer. His groups include the Armen Nalbandian Trio (with Eric Revis and Nasheet Waits) Armen Nalbandian V (with Jeff Parker Chris Speed Eric Revis and Alex Cline)..."|0
Cyprus_Emergency|"The Cyprus Emergency (Greek: Απελευθερωτικός Αγώνας της Κύπρου 1955-59) also known as the Greek Cypriot War of Independence or Cypriot War of Independence was a conflict fought in British Cyprus between 1955 and 1959. 
The National Organisation of Cypriot Fighters (EOKA) a Greek Cypriot right-wing nationalist guerrilla organisation began an armed campaign in support of the end of British colonial rule and the unification of Cyprus and Greece (Enosis) in 1955. Opposition to Enosis from Turkish Cypriots led to the formation of the Turkish Resistance Organisation (TMT) in support of the partition of Cyprus. The Cyprus Emergency ended in 1959 with the signature of the London-Zürich Agreements establishing the Republic of Cyprus as a non-partitioned independent state separate from Greece.


== History ==


=== Background ===
Cyprus was a territory of the Ottoman Empire from the late 16th century until becoming a protectorate of the United Kingdom under nominal Ottoman suzerainty in the Cyprus Convention..."|1
Moro_Rebellion|"The Moro Rebellion (1899–1913) was an armed conflict between the Moro people and the United States military during the Philippine–American War.
The word ""Moro"" is a term for Muslim people who lived in the Southern Philippines an area that includes Mindanao Jolo and the neighboring Sulu Archipelago.


== Background ==
The  Moros have a 400-year history of resisting foreign rule. The violent armed struggle against the Spanish against the Americans against the Japanese and against the Filipinos is considered by current Moro leaders as part of the four centuries-long ""national liberation movement"" of the Bangsamoro (Moro Nation). This conflict persisted and developed into their current war for independence against the Philippine state. A ""culture of jihad"" emerged among the Moros due to the centuries-long war against the Spanish invaders.The ethnic Moro  population of the southern Philippines resisted both Spanish and United States colonization. The Moro areas of Western Mindanao have been..."|1
Akari_Saho|"Akari Saho (佐保 明梨 Saho Akari born June 8 1995) is a member of Up-Up Girls and a former member of Hello! Pro Egg a Japanese idol trainee program under the Hello! Project umbrella. She was also an original member of Shugo Chara Egg! and played the role of Amulet Spade in the live action segment of the highly acclaimed television series Shugo Chara! Party!. She completed her training in Hello! Pro Egg on April 18 2011 and joined Up-Front Girls on May 3 2011. On May 16 2011 she was also added to UFZS a K-Pop dance cover group.


== History ==
Akari Saho was chosen as one of 32 winners from 10570 applicants in the search for talent for a new trainee group under the Hello! Project umbrella called Hello! Pro Egg in June 2004.
Akari replaced the graduated member Ayumi Yutoku in Tomoiki Ki Wo Uetai (We Want To Plant Trees) in November 2007 although this group is rarely active.
In late 2008 along with Ayaka Wada Yuuka Maeda and Kanon Fukuda Akari became a member of Shugo Chara Egg!..."|0
Air_battle_of_Mansoura|"The air battle of Mansoura was the Egyptian name for an air battle that took place during the Yom Kippur War between the Egyptian Air Force (EAF) and the Israeli Air Force (IAF) near the town of El Mansoura in the Nile Delta.
The Israeli air force launched air strikes on October 14 against the Egyptian air bases at Tanta and Mansoura. Israeli aircraft were spotted approaching from the Mediterranean Sea. The 104th Air Wing of the Egyptian air force scrambled its fighters receiving additional reinforcements from other air bases. The air battle began at 15:15 and lasted 53 minutes. The Egyptian commander was Hosni Mubarak. According to Egyptian sources multiple Israeli fighters were shot down; this is disputed by Israeli sources.


== Background ==
The 104th Air Wing had three squadrons equipped with MiG-21MF fighters; two squadrons were stationed at Mansoura tasked with interception and air defense and the third was stationed at the Tanta air base to defend both air bases. The IAF had..."|1
Battle_of_Pelagonia|"The Battle of Pelagonia or Battle of Kastoria took place in early summer or autumn 1259 between the Empire of Nicaea and an anti-Nicaean alliance comprising Despotate of Epirus Sicily and the Principality of Achaea. It was a decisive event in the history of the Eastern Mediterranean ensuring the eventual reconquest of Constantinople and the end of the Latin Empire in 1261. 
The rising power of Nicaea in the southern Balkans and the ambitions of its ruler Michael VIII Palaiologos to recover Constantinople led the formation of a coalition between the Epirote Greeks under Michael II Komnenos Doukas and the chief Latin rulers of the time the Prince of Achaea William of Villehardouin and Manfred of Sicily. The details of the battle including its precise date and location are disputed as the primary sources give contradictory information; modern scholars usually place it either in July or in September somewhere in the plain of Pelagonia or near Kastoria. It appears that the barely..."|1
Capture_of_Roxburgh|...|1
Action_of_27_February_1941|"The Action of 27 February 1941 was a single ship action between the British cruiser HMS Leander and the Italian auxiliary cruiser Ramb I. It began when Leander ordered an un-flagged freighter to stop for an inspection. The freighter raised the Italian colours and engaged Leander which sank Ramb I shortly after. Most of the Italian crew were rescued and taken to Addu Atoll then Ceylon (now Sri Lanka). Leander patrolled southwards to investigate more reports of commerce raiders.


== Background ==


=== East African Campaign ===

In January 1941 British forces simultaneously advanced from Sudan and Kenya into Eritrea Abyssinia and Italian Somaliland as the navy blockaded and bombarded Italian harbours. The port of Kismayu in Italian Somaliland was occupied on 14 February and sixteen Italian and German ships there were sunk or captured except for one vessel. Merka and Mogadishu were occupied on 25 February and several hundred Allied merchant sailors were liberated. As Allied forces closed on..."|1
Bluefish|"The bluefish (Pomatomus saltatrix) is the only extant species of the family Pomatomidae. It is a marine pelagic fish found around the world in temperate and subtropical waters except for the northern Pacific Ocean.  Bluefish are known as tailor in Australia and New Zealand elf and shad in South Africa.  It is a popular gamefish and food fish.
The bluefish is a moderately proportioned fish with a broad forked tail. The spiny first dorsal fin is normally folded back in a groove as are its pectoral fins. Coloration is a grayish blue-green dorsally fading to white on the lower sides and belly. Its single row of teeth in each jaw is uniform in size knife-edged and sharp. Bluefish commonly range in size from seven-inch (18-cm) ""snappers"" to much larger sometimes weighing as much as 40 lb (18 kg) though fish heavier than 20 lb (9 kg) are exceptional.


== Systematics ==
The bluefish is the only extant species now included in the family Pomatomidae. At one time gnomefishes were included..."|0
Occupation_of_German_Samoa|"The Occupation of Samoa was the takeover – and subsequent administration – of the Pacific colony of German Samoa by New Zealand during World War I. It started in late August 1914 with landings by the Samoa Expeditionary Force from New Zealand. The landings were unopposed and the New Zealanders took possession of Samoa for the New Zealand Government on behalf of King George V. The Samoa Expeditionary Force remained in the country until 1915 while its commander Colonel Robert Logan continued to administer Samoa on behalf of the New Zealand Government until 1919. The takeover of Samoa was New Zealand's first military action in World War I.


== Background ==
Upon the outbreak of World War I on 5 August the New Zealand Government authorised the raising of the New Zealand Expeditionary Force (NZEF) for service in the war. Mobilisation for the war had already begun with preparations discreetly beginning a few days prior. The day after the declaration of war the British Government requested..."|1
Daula_(moth)|"Daula is a genus of moths of the family Noctuidae.


== References ==
Natural History Museum Lepidoptera genus database..."|0
Battle_of_Umm_Diwaykarat|"The Battle of Umm Diwaykarat on November 25 1899 marked the final defeat of the Mahdist state in Sudan when Anglo-Egyptian forces under the command of Lord Kitchener defeated what was left of the Mahdist armies under the command of the Abdallahi ibn Muhammad known as the Khalifa after the equally disastrous Battle of Omdurman a year earlier.


== Background ==
After Omdurman the defeated Mahdist forces still 25000 strong moved southward from Khartoum to Kordofan. The Mahdists still controlled the territory of Kordofan Darfur and lands bordering Ethiopia. In October 1899 the British obtained information that the Khalifa and his forces were among his native Baggara to the west of Kusti (Kaka) in Kordofan. Kitchener dispatched 8000 Sudanese and Egyptian soldiers under command of General F.R. Wingate to intercept him. Wingate marched from Kusti to the mountains of Kordofan destroyed a Mahdist supply unit and soon located the Khalifa's camp.


== Battle ==
By this time the Khalifa..."|1
Cusk_(fish)|"The cusk or tusk (Brosme brosme) is a North Atlantic cod-like fish in the ling family Lotidae. It is the only species in the genus Brosme. Other common names include Tusk Torsk European Cusk Brosmius.


== Description ==
It is easily distinguished at a glance from other cod-like fish as it has only one dorsal fin.  Also characteristic is the nature of the dorsal caudal and anal fins they are continuous at the base but separated by very deep notches so that they are obviously distinct.  Moreover the caudal fin is evenly rounded.  It is variable in color from slate to reddish brown above and paling to gray on the lower sides and underneath.  Older fish are usually plain colored while the young often have transverse yellow bands on the sides.  The maximum length is about 4 ft (120 cm) and top weight about 45 lb (20 kg). The IGFA world record stands at 37 lb 14 oz (1720 kg) caught by Anders Jonasson outside Sørøya in northern Norway.


== Distribution and habitat ==
It is distributed..."|0
Eel|"An eel is a ray-finned fish belonging to the order Anguilliformes () which consists of eight suborders 19 families 111 genera and about 800 species. Eels undergo considerable development from the early larval stage to the eventual adult stage and most are predators.
The term ""eel"" is also used for some other eel-shaped fish such as electric eels (genus Electrophorus) spiny eels (family Mastacembelidae) and deep-sea spiny eels (family Notacanthidae). These other clades however evolved their eel-like shapes independently from the true eels.


== Description ==
Eels are elongated fish ranging in length from 5 cm (2.0 in) in the one-jawed eel (Monognathus ahlstromi) to 4 m (13 ft) in the slender giant moray. Adults range in weight from 30 g (1.1 oz) to well over 25 kg (55 lb). They possess no pelvic fins and many species also lack pectoral fins. The dorsal and anal fins are fused with the caudal fin forming a single ribbon running along much of the length of the animal. Eels swim..."|0
Sparidae|"The Sparidae are a family of fish in the order Perciformes commonly called sea breams and porgies. The sheepshead scup and red seabream are species in this family. Most sparids are deep-bodied compressed fish with a small mouth separated by a broad space from the eye a single dorsal fin with strong spines and soft rays a short anal fin long pointed pectoral fins and rather large firmly attached scales. They are found in shallow temperate and tropical waters and are bottom-dwelling carnivores.
There are hermaphrodites in the Sparidae. Protogyny and protandry appear sporadically through this lineage of fish. Simultaneous hermaphrodites and bi-directional hermaphrodites do not appear as much since Sparidae are found in shallower waters. Species of fish that express a hermaphroditic condition usually ""lack a genetic hardwire"" therefore ecological factors play a role in sex determination.Most species possess grinding molar-like teeth. Some of the species such as Polysteganus undulosus..."|0
Battle_of_Valenciennes_(1656)|"The Siege of Valenciennes (16 July 1656) was fought between the Spanish troops commanded by Don Juan José de Austria against the French troops under Marshal Henri de la Tour d'Auvergne Vicomte de Turenne in the outskirts of the town in the Spanish Netherlands during the Franco-Spanish War. It was the worst of only a few defeats that the French Marshal Turenne suffered in his long career campaigning and is regarded as Spain's last great victory of the 17th century.


== Prelude ==
On 18 May 1656 the French troops commanded by Turenne began to close in and surround the fortified town of Valenciennes which was defended by a Spanish garrison under the command of Francisco de Meneses. The well organised siege began to exhaust the defenders. Towards the end of June Don Juan José de Austria the governor of the Spanish Netherlands took the decision to come to the aid of Valenciennes as its situation was becoming unsustainable.The French army consisting of 115 cavalry divisions and 31 of infantry..."|1
Hundred_Regiments_Offensive|"The Hundred Regiments Offensive (Chinese: 百團大戰) (20 August – 5 December 1940) was a major campaign of the Communist Party of China's National Revolutionary Army divisions commanded by Peng Dehuai against the Imperial Japanese Army in Central China. The battle had long been the focus of propaganda in the history of Chinese Communist Party but had become Peng Dehuai's ""crime"" during the Cultural Revolution. Certain issues regarding its launching and consequences are still controversial.


== Background ==
In 1939–1940 the Japanese launched more than 109 small campaigns involving around 1000 combatants each and 10 large campaigns of 10000 men each to wipe out Communist guerrillas in the Hebei and Shandong plains. In addition the army of Wang Jingwei's collaborationist Reorganized National Government had its offensive against the CCP guerrillas.
There was also a general sentiment among the anti-Japanese resistance forces – particularly in the Kuomintang – that the CCP was not contributing..."|1
Kim_dynasty_(North_Korea)|"The Kim dynasty referred to in North Korea as the Mount Paektu bloodline or Mount Baekdu bloodline is a three-generation lineage of North Korean leadership descending from the country's first leader Kim Il-sung. In 1948 Kim came to rule the North after the end of Japanese rule in 1945 split the region. He began the Korean War in 1950 in a failed attempt to reunify the Korean Peninsula. By the 1980s Kim developed a cult of personality closely tied to their state philosophy of Juche which would later be passed on to his two successors: son Kim Jong-il and grandson Kim Jong-un.
In 2013 Clause 2 of Article 10 of the new edited Ten Principles for the Establishment of a Monolithic Ideological System adopted by the government states that the Party and revolution must be carried ""eternally"" by the ""Baekdu bloodline"".


== Overview ==

Unlike  governance in all other few remaining socialist countries (communism) North Korea's governance is comparable to a royal family. The Kim dynasty has..."|0
